EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
867580,ALAMEDA CO.,PIEDMONT,01/16/2020,1348,Hail,0.13, ,0,0,0,0,CA,PST-8, ,144485,C,1,MTR,0,0,Trained Spotter, , , ,2,N,2,N,PIEDMONT,01/16/2020,1353,37.849,-122.23,37.849,-122.23,"Rice sized hail reported by spotter.","A potent cold front swept through the region on January 16th bringing widespread rain, gusty winds, low elevation snow, and thunderstorms. This system brought widespread roadway flooding, downed trees, small hail, and snow as low as 2400 ft in elevation. Numerous flights were delayed or canceled at SFO due to the weather.",273
872168,EAST BAY HILLS AND THE DIABLO RANGE (ZONE), ,02/02/2020,1228,Strong Wind,40.00, ,0,0,0,0,CA,PST-8,MG,145263,Z,511,MTR,0,0,RAWS, , , , , , , , ,02/02/2020,1328, , , , ,"Black Diamond RAWS site reported gusts of 46 mph.","A dry cold front swept through the Central Coast and Bay Area on Sunday February 2nd. Wind gusts were observed between 35 to 45 mph generally with gusts near 50 mph over the higher peaks.",274
872167,SAN FRANCISCO BAY SHORELINE (ZONE), ,02/02/2020,1656,Strong Wind,39.00, ,0,0,0,0,CA,PST-8,MG,145263,Z,508,MTR,0,0,ASOS, , , , , , , , ,02/02/2020,1700, , , , ,"San Francisco Airport ASOS reported gusts of 40 to 45 mph.","A dry cold front swept through the Central Coast and Bay Area on Sunday February 2nd. Wind gusts were observed between 35 to 45 mph generally with gusts near 50 mph over the higher peaks.",275
872586,EAST BAY INTERIOR VALLEYS (ZONE), ,02/09/2020,853,Strong Wind,40.00, ,0,0,0,0,CA,PST-8,MG,145266,Z,510,MTR,0,0,ASOS, , , , , , , , ,02/09/2020,1253, , , , ,"Concord airport ASOS reported gusts.","An offshore wind event impacted the region from February 8th through the 9th when an upper trough moved through the Great Basin. Widespread wind gusts of 45 to 60 mph were observed with gusts of 87 mph recorded on Mt St. Helena. Trees and power lines were knocked down causing scattered power outages and property damage. Around 80,000 customers were without power across the Bay Area according to PG&E.",276
872576,EAST BAY HILLS AND THE DIABLO RANGE (ZONE), ,02/09/2020,900,Strong Wind,40.00, ,0,0,0,0,CA,PST-8,MG,145266,Z,511,MTR,0,0,Mesonet, , , , , , , , ,02/09/2020,1600, , , , ,"Mesonet station (PG&E) on Grizzly Peak Blvd recorded wind gusts up to 59 mph.","An offshore wind event impacted the region from February 8th through the 9th when an upper trough moved through the Great Basin. Widespread wind gusts of 45 to 60 mph were observed with gusts of 87 mph recorded on Mt St. Helena. Trees and power lines were knocked down causing scattered power outages and property damage. Around 80,000 customers were without power across the Bay Area according to PG&E.",277
872577,EAST BAY HILLS AND THE DIABLO RANGE (ZONE), ,02/09/2020,933,Strong Wind,43.00, ,0,0,0,0,CA,PST-8,MG,145266,Z,511,MTR,0,0,RAWS, , , , , , , , ,02/09/2020,1633, , , , ,"Oakland North RAWS station reported wind gusts between 50 and 60 mph with a peak gust of 62 mph.","An offshore wind event impacted the region from February 8th through the 9th when an upper trough moved through the Great Basin. Widespread wind gusts of 45 to 60 mph were observed with gusts of 87 mph recorded on Mt St. Helena. Trees and power lines were knocked down causing scattered power outages and property damage. Around 80,000 customers were without power across the Bay Area according to PG&E.",278
872618,SAN FRANCISCO BAY SHORELINE (ZONE), ,02/09/2020,953,Strong Wind,39.00, ,0,0,0,0,CA,PST-8,MG,145266,Z,508,MTR,0,0,ASOS, , , , , , , , ,02/09/2020,1430, , , , ,"Oakland Airport ASOS recorded wind gusts between 45 and 50 mph with a peak gust of 59 mph.","An offshore wind event impacted the region from February 8th through the 9th when an upper trough moved through the Great Basin. Widespread wind gusts of 45 to 60 mph were observed with gusts of 87 mph recorded on Mt St. Helena. Trees and power lines were knocked down causing scattered power outages and property damage. Around 80,000 customers were without power across the Bay Area according to PG&E.",279
872186,SAN FRANCISCO BAY SHORELINE (ZONE), ,02/09/2020,1000,Strong Wind,35.00, ,0,0,0,0,CA,PST-8,EG,145266,Z,508,MTR,0,0,Broadcast Media, , , , , , , , ,02/09/2020,1700, , , , ,"The Oakland Zoo, Children's Fairlyand, and several East Bay parks closed due to strong winds https://abc7news.com/weather/epic-winds-cause-fallen-trees-power-lines-in-bay-area-/5915604/.","An offshore wind event impacted the region from February 8th through the 9th when an upper trough moved through the Great Basin. Widespread wind gusts of 45 to 60 mph were observed with gusts of 87 mph recorded on Mt St. Helena. Trees and power lines were knocked down causing scattered power outages and property damage. Around 80,000 customers were without power across the Bay Area according to PG&E.",280
872584,EAST BAY INTERIOR VALLEYS (ZONE), ,02/09/2020,1010,Strong Wind,41.00, ,0,0,0,0,CA,PST-8,MG,145266,Z,510,MTR,0,0,ASOS, , , , , , , , ,02/09/2020,1155, , , , ,"Livermore Airport recorded wind gusts of 47 mph with a peak gust of 53 mph.","An offshore wind event impacted the region from February 8th through the 9th when an upper trough moved through the Great Basin. Widespread wind gusts of 45 to 60 mph were observed with gusts of 87 mph recorded on Mt St. Helena. Trees and power lines were knocked down causing scattered power outages and property damage. Around 80,000 customers were without power across the Bay Area according to PG&E.",281
872175,EAST BAY INTERIOR VALLEYS (ZONE), ,02/09/2020,1035,Strong Wind,39.00, ,0,0,0,0,CA,PST-8,MG,145266,Z,510,MTR,0,0,Trained Spotter, , , , , , , , ,02/09/2020,1040, , , , ,"Spotter reported wind gusts of 45 mph.","An offshore wind event impacted the region from February 8th through the 9th when an upper trough moved through the Great Basin. Widespread wind gusts of 45 to 60 mph were observed with gusts of 87 mph recorded on Mt St. Helena. Trees and power lines were knocked down causing scattered power outages and property damage. Around 80,000 customers were without power across the Bay Area according to PG&E.",282
872185,SAN FRANCISCO BAY SHORELINE (ZONE), ,02/09/2020,1145,Strong Wind,35.00, ,0,0,0,0,CA,PST-8,EG,145266,Z,508,MTR,0,0,Broadcast Media, , , , , , , , ,02/09/2020,1200, , , , ,"Multiple trees down in Oakland Hills along with power lines https://abc7news.com/weather/epic-winds-cause-fallen-trees-power-lines-in-bay-area-/5915604/.","An offshore wind event impacted the region from February 8th through the 9th when an upper trough moved through the Great Basin. Widespread wind gusts of 45 to 60 mph were observed with gusts of 87 mph recorded on Mt St. Helena. Trees and power lines were knocked down causing scattered power outages and property damage. Around 80,000 customers were without power across the Bay Area according to PG&E.",283
872184,SAN FRANCISCO BAY SHORELINE (ZONE), ,02/09/2020,1200,Strong Wind,35.00, ,0,0,1000,0,CA,PST-8,EG,145266,Z,508,MTR,0,0,Broadcast Media, , , , , , , , ,02/09/2020,1500, , , , ,"Twelve homes and 30 residents were evacuated on Heyer Ave in Castro Valley as trees fell due to strong winds. One tree landed on a car and trapped the driver inside https://abc7news.com/5916940/. Exact timing unknown.","An offshore wind event impacted the region from February 8th through the 9th when an upper trough moved through the Great Basin. Widespread wind gusts of 45 to 60 mph were observed with gusts of 87 mph recorded on Mt St. Helena. Trees and power lines were knocked down causing scattered power outages and property damage. Around 80,000 customers were without power across the Bay Area according to PG&E.",284
872188,SAN FRANCISCO BAY SHORELINE (ZONE), ,02/09/2020,1330,Strong Wind,35.00, ,0,0,0,0,CA,PST-8,EG,145266,Z,508,MTR,0,0,Broadcast Media, , , , , , , , ,02/09/2020,1400, , , , ,"Winds brought down a tree on Skyline Blvd in Oakland onto a house, but no one was injured https://sanfrancisco.cbslocal.com/2020/02/09/gale-force-winds-feb9-bay-area/.","An offshore wind event impacted the region from February 8th through the 9th when an upper trough moved through the Great Basin. Widespread wind gusts of 45 to 60 mph were observed with gusts of 87 mph recorded on Mt St. Helena. Trees and power lines were knocked down causing scattered power outages and property damage. Around 80,000 customers were without power across the Bay Area according to PG&E.",285
872179,SAN FRANCISCO BAY SHORELINE (ZONE), ,02/09/2020,1452,Strong Wind,29.00, ,0,0,0,0,CA,PST-8,EG,145266,Z,508,MTR,0,0,Law Enforcement, , , , , , , , ,02/09/2020,1457, , , , ,"Wires reported down in the lanes of Sydney Way and Carlton Ave north of Hayward.","An offshore wind event impacted the region from February 8th through the 9th when an upper trough moved through the Great Basin. Widespread wind gusts of 45 to 60 mph were observed with gusts of 87 mph recorded on Mt St. Helena. Trees and power lines were knocked down causing scattered power outages and property damage. Around 80,000 customers were without power across the Bay Area according to PG&E.",286
872180,SAN FRANCISCO BAY SHORELINE (ZONE), ,02/09/2020,1550,Strong Wind,27.00, ,0,0,0,0,CA,PST-8,EG,145266,Z,508,MTR,0,0,Fire Department/Rescue, , , , , , , , ,02/09/2020,1600, , , , ,"Alameda County Fire reporting on twitter they responded to wires down at Redwood Rd and Heyer Ave and found approximately 15 large eucalyptus trees that collapsed onto the road.","An offshore wind event impacted the region from February 8th through the 9th when an upper trough moved through the Great Basin. Widespread wind gusts of 45 to 60 mph were observed with gusts of 87 mph recorded on Mt St. Helena. Trees and power lines were knocked down causing scattered power outages and property damage. Around 80,000 customers were without power across the Bay Area according to PG&E.",287
876769,EAST BAY HILLS AND THE DIABLO RANGE (ZONE), ,03/01/2020,2300,Strong Wind,39.00, ,0,0,0,0,CA,PST-8,MG,145925,Z,511,MTR,0,0,Mesonet, , , , , , , , ,03/02/2020,450, , , , ,"Highland Peak Road mesonet (PG&E) station reported wind gusts between 45 and 50 mph.","In early March an upper low moved through California and in a pattern more typically observed during fire season bringing gusty offshore winds to the region. Gusts of 45 to over 65 mph were recorded across the North and East Bay Hills. A wind gust of 72 mph was observed at Healdsburg Hills.",288
876363,ALAMEDA CO.,PLEASANTON,03/17/2020,1430,Hail,0.25, ,0,0,0,0,CA,PST-8, ,145892,C,1,MTR,0,0,Newspaper, , , ,0,N,0,N,PLEASANTON,03/17/2020,1440,37.67,-121.88,37.67,-121.88,"Thunderstorm cell moved over the East Bay in the afternoon producing small hail over Livermore and Pleasanton.","A slow moving upper low brought several days of showers across the Greater Bay Area. The system was very slow to exit the region, with lingering instability over the southern portion of the area generating multiple convective cells that produced small hail.",289
879753,SAN FRANCISCO BAY SHORELINE (ZONE), ,04/05/2020,653,Strong Wind,40.00, ,0,0,0,0,CA,PST-8,EG,146408,Z,508,MTR,0,0,Law Enforcement, , , , , , , , ,04/05/2020,703, , , , ,"Large tree limb down blocking westbound lane at Portola and Sandhill Rd.","A low pressure system off the coast of northern California brought a cold front through the Bay Area in early April. This system produced heavy rainfall creating minor roadway flooding as well as gusty winds and scattered thunderstorms with small hail. Wind gusts across the higher elevations were observed between 35 and 65 mph. Breezy surface winds also downed several trees and limbs across the area.",290
879744,ALAMEDA CO.,CASTRO VLY,04/05/2020,1033,Flood, , ,0,0,0,0,CA,PST-8, ,146408,C,1,MTR,0,0,Law Enforcement,Heavy Rain, , ,1,SSW,1,SSW,CASTRO VLY,04/05/2020,1103,37.6899,-122.0736,37.6899,-122.0735,"Flooding reported on the street at 21020 Redwood Road.","A low pressure system off the coast of northern California brought a cold front through the Bay Area in early April. This system produced heavy rainfall creating minor roadway flooding as well as gusty winds and scattered thunderstorms with small hail. Wind gusts across the higher elevations were observed between 35 and 65 mph. Breezy surface winds also downed several trees and limbs across the area.",291
892090,EAST BAY HILLS AND THE DIABLO RANGE (ZONE), ,06/05/2020,312,Strong Wind,43.00, ,0,0,0,0,CA,PST-8,MG,148121,Z,511,MTR,0,0,RAWS, , , , , , , , ,06/06/2020,712, , , , ,"Altamont RAWS station reported gusts between 40 and 61 mph.","An upper low along with a second shortwave trough moved through the region the first weekend of June. A strong onshore pressure gradient brought gusty winds to much of the area. Observations showed gusts of 40 to 60 mph throughout the Bay Area and Central Coast. These winds fueled multiple grass and vegetation fires throughout the area, some of which prompted evacuations.",292
891981,EAST BAY HILLS AND THE DIABLO RANGE (ZONE), ,06/05/2020,1328,Strong Wind,42.00, ,0,0,0,0,CA,PST-8,MG,148121,Z,511,MTR,0,0,RAWS, , , , , , , , ,06/05/2020,2028, , , , ,"Las Trampas RAWS station measured gusts between 40 and 50 mph.","An upper low along with a second shortwave trough moved through the region the first weekend of June. A strong onshore pressure gradient brought gusty winds to much of the area. Observations showed gusts of 40 to 60 mph throughout the Bay Area and Central Coast. These winds fueled multiple grass and vegetation fires throughout the area, some of which prompted evacuations.",293
891994,EAST BAY INTERIOR VALLEYS (ZONE), ,06/06/2020,1600,Wildfire, , ,0,0,0,0,CA,PST-8, ,148121,Z,510,MTR,0,0,Broadcast Media, , , , , , , , ,06/07/2020,0, , , , ,"The Willow Fire broke out in Contra Costa County late Saturday afternoon. Like the other wildfires that day, this one was aided in spread by gusty winds https://www.mercurynews.com/2020/06/06/map-seven-fires-amid-high-winds-in-the-bay-area/. Exact end time uncertain.","An upper low along with a second shortwave trough moved through the region the first weekend of June. A strong onshore pressure gradient brought gusty winds to much of the area. Observations showed gusts of 40 to 60 mph throughout the Bay Area and Central Coast. These winds fueled multiple grass and vegetation fires throughout the area, some of which prompted evacuations.",294
892086,SAN FRANCISCO BAY SHORELINE (ZONE), ,06/07/2020,1456,Strong Wind,35.00, ,0,0,0,0,CA,PST-8,MG,148121,Z,508,MTR,0,0,ASOS, , , , , , , , ,06/07/2020,1800, , , , ,"San Francisco Airport ASOS reported wind gusts between 40 and 45 mph.","An upper low along with a second shortwave trough moved through the region the first weekend of June. A strong onshore pressure gradient brought gusty winds to much of the area. Observations showed gusts of 40 to 60 mph throughout the Bay Area and Central Coast. These winds fueled multiple grass and vegetation fires throughout the area, some of which prompted evacuations.",295
